,index,Claim_x,pred_y,0_proba,1_proba,Unnamed: 0,ID,Agency,Agency Type,Distribution Channel,Product Name,Claim_y,Duration,Destination,Net Sales,Commision (in value),Gender,Age
20,402,0,1,0.30676883780332054,0.6932311621966795,31985,60239,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,20.0,5.0,F,25
21,406,0,1,0.30676883780332054,0.6932311621966795,47381,32843,C2B,Airlines,Online,Bronze Plan,0,30,SINGAPORE,44.5,11.13,M,34
22,434,0,1,0.2327113062568606,0.7672886937431395,21844,61465,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,F,28
23,443,0,1,0.30676883780332054,0.6932311621966795,45416,48832,C2B,Airlines,Online,Bronze Plan,0,21,SINGAPORE,20.0,5.0,M,28
24,539,0,1,0.30676883780332054,0.6932311621966795,10651,17037,C2B,Airlines,Online,Bronze Plan,0,15,SINGAPORE,22.1,5.53,M,28
25,560,0,1,0.2327113062568606,0.7672886937431395,45296,30705,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,187.85,46.96,F,30
26,568,0,1,0.30676883780332054,0.6932311621966795,37267,62800,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,16.0,4.0,M,38
27,574,0,1,0.2327113062568606,0.7672886937431395,26709,56999,C2B,Airlines,Online,Bronze Plan,0,31,SINGAPORE,56.5,14.13,F,39
28,587,0,1,0.2327113062568606,0.7672886937431395,20474,35463,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,54.5,13.63,F,29
29,599,0,1,0.01649746192893401,0.983502538071066,10707,38125,C2B,Airlines,Online,Annual Silver Plan,0,420,SINGAPORE,252.85,63.21,M,37
30,600,0,1,0.30676883780332054,0.6932311621966795,22395,58762,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,16.0,4.0,F,25
31,620,0,1,0.2327113062568606,0.7672886937431395,36654,48233,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,F,35
32,638,0,1,0.01649746192893401,0.983502538071066,11111,5439,C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,252.85,63.21,F,34
33,750,0,1,0.30676883780332054,0.6932311621966795,49774,62379,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,27.0,6.75,F,25
34,776,0,1,0.2327113062568606,0.7672886937431395,30128,62825,C2B,Airlines,Online,Annual Silver Plan,0,384,SINGAPORE,216.0,54.0,M,23
35,806,0,1,0.46646795827123694,0.533532041728763,13538,23786,C2B,Airlines,Online,Silver Plan,0,11,SINGAPORE,43.55,10.89,F,24
36,812,0,1,0.01649746192893401,0.983502538071066,15624,25461,C2B,Airlines,Online,Annual Silver Plan,0,393,SINGAPORE,252.85,63.21,M,30
37,814,0,1,0.30676883780332054,0.6932311621966795,23404,16770,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,17.55,4.39,M,43
38,815,0,1,0.30676883780332054,0.6932311621966795,15697,36280,C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,17.0,4.25,F,35
39,865,0,1,0.2327113062568606,0.7672886937431395,47598,59385,C2B,Airlines,Online,Annual Silver Plan,0,373,SINGAPORE,216.0,54.0,F,17
40,866,0,1,0.761841128433556,0.23815887156644394,7829,1578,CCR,Travel Agency,Offline,Comprehensive Plan,0,20,THAILAND,29.0,9.57,F,118
41,872,0,1,0.01649746192893401,0.983502538071066,48054,17562,C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,252.85,63.21,F,32
42,895,0,1,0.2327113062568606,0.7672886937431395,49519,41448,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,62.0,15.5,F,34
43,908,0,1,1.0,0.0,24865,46534,C2B,Airlines,Online,Annual Silver Plan,0,412,SINGAPORE,216.0,54.0,F,54
44,920,0,1,0.2327113062568606,0.7672886937431395,22730,30859,C2B,Airlines,Online,Bronze Plan,0,48,SINGAPORE,50.5,12.63,M,36
45,954,0,1,0.30676883780332054,0.6932311621966795,48927,43491,C2B,Airlines,Online,Bronze Plan,0,36,SINGAPORE,40.0,10.0,M,33
46,995,0,1,0.01649746192893401,0.983502538071066,17959,23105,C2B,Airlines,Online,Annual Silver Plan,0,391,SINGAPORE,252.85,63.21,F,57
47,1021,0,1,0.2327113062568606,0.7672886937431395,22147,47579,C2B,Airlines,Online,Silver Plan,0,64,SINGAPORE,72.0,18.0,M,38
48,1023,0,1,0.18072289156626506,0.8192771084337349,38225,62410,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,259.2,64.8,M,33
49,1036,0,1,0.2327113062568606,0.7672886937431395,25508,58533,C2B,Airlines,Online,Bronze Plan,0,34,SINGAPORE,69.5,17.38,F,30
50,1076,0,1,0.30676883780332054,0.6932311621966795,5851,21708,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,17.55,4.39,M,30
51,1104,0,1,0.30676883780332054,0.6932311621966795,41263,33778,C2B,Airlines,Online,Bronze Plan,0,21,SINGAPORE,34.5,8.63,F,29
52,1105,0,1,0.18072289156626506,0.8192771084337349,18269,59686,C2B,Airlines,Online,Annual Gold Plan,0,365,SINGAPORE,333.0,83.25,M,42
53,1113,0,1,0.01649746192893401,0.983502538071066,47799,26214,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,252.85,63.21,M,42
54,1141,0,1,0.30676883780332054,0.6932311621966795,28548,55556,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,27.0,6.75,F,30
55,1144,0,1,0.30676883780332054,0.6932311621966795,45232,50775,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,16.0,4.0,M,32
56,1181,0,1,0.18072289156626506,0.8192771084337349,5301,46960,C2B,Airlines,Online,Annual Gold Plan,0,399,SINGAPORE,333.0,83.25,F,57
57,1198,0,1,0.30676883780332054,0.6932311621966795,3679,59160,C2B,Airlines,Online,Bronze Plan,0,24,SINGAPORE,33.5,8.38,M,29
58,1222,0,1,0.30676883780332054,0.6932311621966795,5891,57540,C2B,Airlines,Online,Bronze Plan,0,28,SINGAPORE,33.5,8.38,F,30
59,1243,0,1,0.30676883780332054,0.6932311621966795,21026,15741,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,25.5,6.38,F,74
60,1289,0,1,0.2327113062568606,0.7672886937431395,34196,62585,C2B,Airlines,Online,Annual Silver Plan,0,385,SINGAPORE,216.0,54.0,M,26
61,1301,0,1,0.2327113062568606,0.7672886937431395,24651,62591,C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,216.0,54.0,M,32
62,1305,0,1,0.761841128433556,0.23815887156644394,48873,3616,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,AUSTRALIA,39.6,23.76,,55
63,1312,0,1,0.2327113062568606,0.7672886937431395,25981,50203,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,62.0,15.5,M,43
64,1338,0,1,0.46646795827123694,0.533532041728763,25813,29250,C2B,Airlines,Online,Silver Plan,0,14,SINGAPORE,42.0,10.5,F,31
65,1349,0,1,0.2327113062568606,0.7672886937431395,3388,44940,C2B,Airlines,Online,Silver Plan,0,45,SINGAPORE,48.5,12.13,F,25
66,1374,0,1,0.761841128433556,0.23815887156644394,4860,57193,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,AUSTRALIA,39.6,23.76,,52
67,1418,0,1,0.01649746192893401,0.983502538071066,25993,39715,C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,252.85,63.21,F,32
68,1432,0,1,0.2327113062568606,0.7672886937431395,5311,44753,C2B,Airlines,Online,Annual Silver Plan,0,371,SINGAPORE,216.0,54.0,M,28
69,1474,0,1,0.2327113062568606,0.7672886937431395,18499,61470,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,216.0,54.0,F,32
70,1483,0,1,0.2327113062568606,0.7672886937431395,20838,26050,C2B,Airlines,Online,Silver Plan,0,16,SINGAPORE,109.0,27.25,M,34
71,1512,0,1,0.2327113062568606,0.7672886937431395,48462,54002,C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,60.0,15.0,F,35
72,1532,0,1,0.2327113062568606,0.7672886937431395,47202,45577,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,216.0,54.0,M,29
73,1547,0,1,0.30676883780332054,0.6932311621966795,6860,53335,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,16.0,4.0,M,34
74,1562,0,1,0.2327113062568606,0.7672886937431395,49793,48842,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,216.0,54.0,M,39
75,1572,0,1,0.30676883780332054,0.6932311621966795,49937,46072,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,21.0,5.25,M,36
76,1606,0,1,0.2327113062568606,0.7672886937431395,19113,57163,C2B,Airlines,Online,Silver Plan,0,48,SINGAPORE,88.5,22.13,F,32
77,1613,0,1,0.46646795827123694,0.533532041728763,23079,12459,C2B,Airlines,Online,Silver Plan,0,15,SINGAPORE,36.75,9.19,M,66
78,1617,0,1,0.30676883780332054,0.6932311621966795,50516,58764,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,27.0,6.75,M,27
79,1658,0,1,0.2327113062568606,0.7672886937431395,15938,28074,C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,53.5,13.38,M,38
80,1667,0,1,0.30676883780332054,0.6932311621966795,6673,36578,C2B,Airlines,Online,Bronze Plan,0,33,SINGAPORE,23.0,5.75,F,56
81,1670,0,1,0.2327113062568606,0.7672886937431395,9600,31365,C2B,Airlines,Online,Bronze Plan,0,61,SINGAPORE,83.5,20.88,F,24
82,1713,0,1,0.8571428571428571,0.14285714285714285,16374,16124,JZI,Airlines,Online,Basic Plan,0,8,VIET NAM,30.0,10.5,F,26
83,1723,0,1,0.46646795827123694,0.533532041728763,44384,23330,C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,19.5,4.88,F,53
84,1738,0,1,0.2327113062568606,0.7672886937431395,42373,14798,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,216.75,54.19,M,30
85,1740,0,1,0.30676883780332054,0.6932311621966795,42979,53987,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,20.0,5.0,F,29
86,1743,0,1,0.30676883780332054,0.6932311621966795,9695,21705,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,22.1,5.53,M,22
87,1748,0,1,0.18072289156626506,0.8192771084337349,2043,50963,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,259.2,64.8,F,39
88,1750,0,1,0.30676883780332054,0.6932311621966795,15023,56982,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,20.0,5.0,F,33
89,1794,0,1,0.30676883780332054,0.6932311621966795,41088,39678,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,18.0,4.5,F,28
90,1815,0,1,0.30676883780332054,0.6932311621966795,15735,57535,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,39.0,9.75,F,28
91,1896,0,1,0.30676883780332054,0.6932311621966795,13830,56854,C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,20.0,5.0,F,21
92,1904,0,1,0.2327113062568606,0.7672886937431395,11365,29629,C2B,Airlines,Online,Silver Plan,0,69,SINGAPORE,63.5,15.88,M,27
93,1917,0,1,0.2327113062568606,0.7672886937431395,44712,50209,C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,216.0,54.0,M,66
94,1923,0,1,0.761841128433556,0.23815887156644394,16484,3486,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,80,UNITED KINGDOM,51.0,0.0,,36
95,1926,0,1,0.2327113062568606,0.7672886937431395,16019,47591,C2B,Airlines,Online,Annual Silver Plan,0,374,SINGAPORE,216.0,54.0,F,30
96,1939,0,1,0.2327113062568606,0.7672886937431395,28113,21176,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,187.85,46.96,M,31
97,1947,0,1,0.761841128433556,0.23815887156644394,37840,58390,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,126,AUSTRALIA,89.1,53.46,,31
98,1948,0,1,0.01649746192893401,0.983502538071066,10007,20107,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,252.85,63.21,M,49
99,1962,0,1,0.761841128433556,0.23815887156644394,47897,54552,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,THAILAND,39.6,23.76,,31
100,1964,0,1,0.2327113062568606,0.7672886937431395,38889,31657,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,53.5,13.38,M,30
101,1977,0,1,0.9485879797248371,0.05141202027516292,18150,11460,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,VIET NAM,20.0,0.0,,56
102,2005,0,1,0.2327113062568606,0.7672886937431395,22153,51140,C2B,Airlines,Online,Bronze Plan,0,25,SINGAPORE,65.0,16.25,M,36
103,2073,0,1,0.30676883780332054,0.6932311621966795,40749,54337,C2B,Airlines,Online,Bronze Plan,0,20,SINGAPORE,20.0,5.0,M,28
104,2080,0,1,0.2327113062568606,0.7672886937431395,4823,30663,C2B,Airlines,Online,Bronze Plan,0,33,SINGAPORE,94.0,23.5,M,41
105,2089,0,1,0.2327113062568606,0.7672886937431395,25171,56509,C2B,Airlines,Online,Annual Silver Plan,0,395,SINGAPORE,216.0,54.0,F,41
106,2125,0,1,0.2327113062568606,0.7672886937431395,23724,15745,C2B,Airlines,Online,Silver Plan,0,112,SINGAPORE,117.75,29.44,M,27
107,2169,0,1,0.2327113062568606,0.7672886937431395,22375,60065,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,F,41
108,2187,0,1,0.2327113062568606,0.7672886937431395,8434,50533,C2B,Airlines,Online,Silver Plan,0,40,SINGAPORE,78.0,19.5,F,43
109,2198,0,1,0.30676883780332054,0.6932311621966795,14560,33212,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,23.5,5.88,F,21
110,2213,0,1,0.30676883780332054,0.6932311621966795,256,37913,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,23.5,5.88,F,22
111,2214,0,1,0.30676883780332054,0.6932311621966795,50393,51639,C2B,Airlines,Online,Bronze Plan,0,49,SINGAPORE,39.0,9.75,F,62
112,2220,0,1,0.2327113062568606,0.7672886937431395,40498,38989,C2B,Airlines,Online,Silver Plan,0,14,SINGAPORE,54.5,13.63,F,34
113,2223,0,1,0.2327113062568606,0.7672886937431395,22664,37598,C2B,Airlines,Online,Silver Plan,0,52,SINGAPORE,78.5,19.63,M,38
114,2227,0,1,0.30676883780332054,0.6932311621966795,26072,49576,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,27.0,6.75,M,38
115,2267,0,1,0.30676883780332054,0.6932311621966795,46961,29224,C2B,Airlines,Online,Bronze Plan,0,39,SINGAPORE,40.5,10.13,F,61
116,2288,0,1,0.2327113062568606,0.7672886937431395,45815,46919,C2B,Airlines,Online,Bronze Plan,0,26,SINGAPORE,69.5,17.38,F,39
117,2314,0,1,0.30676883780332054,0.6932311621966795,45978,29618,C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,29.5,7.38,M,22
118,2318,0,1,0.2327113062568606,0.7672886937431395,27846,2723,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,201.0,50.25,F,44
119,2331,0,1,0.30676883780332054,0.6932311621966795,21860,50195,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,16.0,4.0,F,42
120,2359,0,1,0.46646795827123694,0.533532041728763,48312,53138,C2B,Airlines,Online,Silver Plan,0,28,SINGAPORE,29.0,7.25,F,27
121,2367,0,1,0.2327113062568606,0.7672886937431395,14118,54357,C2B,Airlines,Online,Annual Silver Plan,0,373,SINGAPORE,216.0,54.0,F,40
122,2369,0,1,0.30676883780332054,0.6932311621966795,21435,56671,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,20.0,5.0,M,43
123,2384,0,1,0.2327113062568606,0.7672886937431395,6512,17556,C2B,Airlines,Online,Silver Plan,0,11,SINGAPORE,53.95,13.49,F,30
124,2398,0,1,0.30676883780332054,0.6932311621966795,46487,28571,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,18.0,4.5,F,34
125,2436,0,1,0.2327113062568606,0.7672886937431395,37258,44244,C2B,Airlines,Online,Silver Plan,0,22,SINGAPORE,72.0,18.0,F,53
126,2437,0,1,1.0,0.0,3133,44249,C2B,Airlines,Online,Annual Silver Plan,0,478,SINGAPORE,216.0,54.0,F,42
127,2440,0,1,0.30676883780332054,0.6932311621966795,36129,53574,C2B,Airlines,Online,Bronze Plan,0,30,SINGAPORE,39.0,9.75,M,44
128,2460,0,1,0.2327113062568606,0.7672886937431395,14012,39500,C2B,Airlines,Online,Annual Silver Plan,0,374,SINGAPORE,194.5,48.63,F,35
129,2510,0,1,0.2327113062568606,0.7672886937431395,32817,54209,C2B,Airlines,Online,Annual Silver Plan,0,384,SINGAPORE,216.0,54.0,M,37
130,2546,0,1,0.30676883780332054,0.6932311621966795,6907,32845,C2B,Airlines,Online,Bronze Plan,0,36,SINGAPORE,47.0,11.75,F,25
131,2557,0,1,0.2327113062568606,0.7672886937431395,24797,44253,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,F,29
132,2570,0,1,0.761841128433556,0.23815887156644394,35049,28348,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,AUSTRALIA,69.3,41.58,,33
133,2571,0,1,0.2327113062568606,0.7672886937431395,18451,50959,C2B,Airlines,Online,Annual Silver Plan,0,371,SINGAPORE,216.0,54.0,M,46
134,2586,0,1,0.30676883780332054,0.6932311621966795,2589,39694,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,16.0,4.0,M,29
135,2592,0,1,0.2327113062568606,0.7672886937431395,6595,11439,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.75,54.19,M,36
136,2598,0,1,0.2327113062568606,0.7672886937431395,10656,45116,C2B,Airlines,Online,Bronze Plan,0,33,SINGAPORE,69.5,17.38,M,39
137,2630,0,1,0.18072289156626506,0.8192771084337349,15922,49922,C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,259.2,64.8,M,45
138,2638,0,1,0.30676883780332054,0.6932311621966795,34356,52610,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,39.0,9.75,F,27
139,2643,0,1,0.01649746192893401,0.983502538071066,1772,22883,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,252.85,63.21,F,42
140,2659,0,1,0.3554274735830932,0.6445725264169068,30064,36021,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,3,MALAYSIA,27.0,17.55,M,22
141,2724,0,1,0.30676883780332054,0.6932311621966795,32815,62373,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,26.5,6.63,M,41
142,2734,0,1,0.30676883780332054,0.6932311621966795,50018,28557,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,18.0,4.5,F,31
143,2740,0,1,0.30676883780332054,0.6932311621966795,6462,42380,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,16.0,4.0,M,43
144,2782,0,1,0.9485879797248371,0.05141202027516292,11931,46713,EPX,Travel Agency,Offline,2 way Comprehensive Plan,0,7,MALAYSIA,20.0,0.0,,36
145,2874,0,1,0.30676883780332054,0.6932311621966795,39564,48003,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,16.0,4.0,F,30
146,2895,0,1,0.2327113062568606,0.7672886937431395,48993,26211,C2B,Airlines,Online,Bronze Plan,0,27,SINGAPORE,69.55,17.39,M,53
147,2906,0,1,0.01649746192893401,0.983502538071066,5564,28593,C2B,Airlines,Online,Annual Silver Plan,0,369,SINGAPORE,252.85,63.21,F,34
148,2918,0,1,0.30676883780332054,0.6932311621966795,5106,32015,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,29.5,7.38,F,37
149,2924,0,1,0.2327113062568606,0.7672886937431395,34935,37310,C2B,Airlines,Online,Bronze Plan,0,26,SINGAPORE,62.0,15.5,F,30
150,2930,0,1,0.30676883780332054,0.6932311621966795,1841,32695,C2B,Airlines,Online,Bronze Plan,0,27,SINGAPORE,47.0,11.75,M,37
151,2939,0,1,0.30676883780332054,0.6932311621966795,23489,45543,C2B,Airlines,Online,Bronze Plan,0,20,SINGAPORE,19.2,4.8,F,30
152,2958,0,1,0.30676883780332054,0.6932311621966795,7068,19870,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,29.9,7.47,M,25
153,2996,0,1,0.30676883780332054,0.6932311621966795,27511,60027,C2B,Airlines,Online,Bronze Plan,0,37,SINGAPORE,32.5,8.13,M,37
154,2997,0,1,0.30676883780332054,0.6932311621966795,6366,57152,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,20.0,5.0,F,54
155,3085,0,1,0.30676883780332054,0.6932311621966795,18832,56102,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,21.0,5.25,M,39
156,3184,0,1,0.01649746192893401,0.983502538071066,24154,17044,C2B,Airlines,Online,Annual Silver Plan,0,374,SINGAPORE,252.85,63.21,M,50
157,3188,0,1,0.2327113062568606,0.7672886937431395,49625,37129,C2B,Airlines,Online,Silver Plan,0,20,SINGAPORE,54.5,13.63,M,38
158,3189,0,1,0.2327113062568606,0.7672886937431395,35521,25863,C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,69.55,17.39,F,34
159,3217,0,1,0.2327113062568606,0.7672886937431395,33475,11908,C2B,Airlines,Online,Bronze Plan,0,66,SINGAPORE,57.0,14.25,M,37
160,3266,0,1,0.2327113062568606,0.7672886937431395,32378,43881,C2B,Airlines,Online,Annual Silver Plan,0,375,SINGAPORE,193.2,48.3,F,51
161,3282,0,1,0.2327113062568606,0.7672886937431395,30775,36768,C2B,Airlines,Online,Silver Plan,0,95,SINGAPORE,49.5,12.38,F,39
162,3317,0,1,0.761841128433556,0.23815887156644394,14807,12985,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,LUXEMBOURG,39.6,23.76,,31
163,3323,0,1,0.2327113062568606,0.7672886937431395,9001,43686,C2B,Airlines,Online,Annual Silver Plan,0,370,SINGAPORE,216.0,54.0,M,30
164,3326,0,1,0.30676883780332054,0.6932311621966795,45253,59658,C2B,Airlines,Online,Bronze Plan,0,36,SINGAPORE,39.0,9.75,M,32
165,3337,0,1,0.30676883780332054,0.6932311621966795,49806,44232,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,27.0,6.75,F,29
166,3369,0,1,0.2327113062568606,0.7672886937431395,38397,25860,C2B,Airlines,Online,Bronze Plan,0,174,SINGAPORE,107.0,26.75,M,29
167,3370,0,1,0.2327113062568606,0.7672886937431395,34120,19484,C2B,Airlines,Online,Bronze Plan,0,82,SINGAPORE,69.55,17.39,F,32
168,3375,0,1,0.30676883780332054,0.6932311621966795,25175,6205,C2B,Airlines,Online,Bronze Plan,0,15,SINGAPORE,22.1,5.53,M,28
169,3379,0,1,0.2327113062568606,0.7672886937431395,22684,52595,C2B,Airlines,Online,Bronze Plan,0,25,SINGAPORE,53.0,13.25,F,39
170,3381,0,1,0.46646795827123694,0.533532041728763,32363,50337,C2B,Airlines,Online,Silver Plan,0,12,SINGAPORE,39.0,9.75,F,26
171,3414,0,1,0.761841128433556,0.23815887156644394,822,24426,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,62,AUSTRALIA,51.0,0.0,,36
172,3436,0,1,0.2327113062568606,0.7672886937431395,3017,38496,C2B,Airlines,Online,Silver Plan,0,60,SINGAPORE,67.0,16.75,F,21
173,3446,0,1,0.46646795827123694,0.533532041728763,34210,32868,C2B,Airlines,Online,Silver Plan,0,56,SINGAPORE,37.0,9.25,F,27
174,3481,0,1,0.18072289156626506,0.8192771084337349,42064,12973,C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,291.75,72.94,M,39
175,3495,0,1,0.2327113062568606,0.7672886937431395,30027,61230,C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,69.5,17.38,M,27
176,3511,0,1,0.2327113062568606,0.7672886937431395,28775,61053,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,F,30
