,index,Claim_x,pred_y,0_proba,1_proba,Unnamed: 0,ID,Agency,Agency Type,Distribution Channel,Product Name,Claim_y,Duration,Destination,Net Sales,Commision (in value),Gender,Age
13,87,0,1,0.2201099477586732,0.7798900522413268,28850,38654,C2B,Airlines,Online,Silver Plan,0,8,SINGAPORE,18.5,4.63,M,38
14,88,0,1,0.20509739961284712,0.7949026003871529,15100,35225,C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,29.5,7.38,F,39
15,91,0,1,0.49282355809045897,0.507176441909541,834,21795,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,74,UNITED STATES,75.0,0.0,,33
16,100,0,1,0.2440396121504712,0.7559603878495288,43101,41023,KML,Travel Agency,Online,Value Plan,0,11,UNITED KINGDOM,75.0,28.5,M,48
17,101,0,1,0.1447892456926263,0.8552107543073737,49378,61841,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,67.0,16.75,M,32
18,103,0,1,0.2165053725046392,0.7834946274953608,44154,24754,C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,17.55,4.39,F,35
19,105,0,1,0.10165282198022096,0.898347178019779,10351,47237,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,M,30
20,109,0,1,0.214729327125469,0.785270672874531,23598,44041,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,16.0,4.0,F,33
21,112,0,1,0.10026911307812891,0.8997308869218711,2576,61381,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,9,UNITED KINGDOM,48.5,31.53,F,44
22,117,0,1,0.20352385459986122,0.7964761454001388,29630,38477,C2B,Airlines,Online,Bronze Plan,0,3,SINGAPORE,15.0,3.75,F,26
23,120,0,1,0.10573664438812058,0.8942633556118794,41340,46298,C2B,Airlines,Online,Annual Silver Plan,0,369,SINGAPORE,216.0,54.0,F,34
24,123,0,1,0.20993733222939315,0.7900626677706069,6485,42633,C2B,Airlines,Online,Bronze Plan,0,28,SINGAPORE,16.0,4.0,M,31
25,124,0,1,0.1712095107598639,0.8287904892401361,50066,33953,C2B,Airlines,Online,Bronze Plan,0,27,SINGAPORE,53.5,13.38,F,39
26,127,0,1,0.3670345354762409,0.6329654645237591,10442,12964,CCR,Travel Agency,Offline,Comprehensive Plan,0,89,MALAYSIA,29.0,9.57,F,68
27,129,0,1,0.22369898055773563,0.7763010194422644,2206,53124,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,24.0,6.0,F,44
28,133,0,1,0.33445554814350165,0.6655444518564984,4857,36537,KML,Travel Agency,Online,Premier Plan,0,81,UNITED KINGDOM,158.0,60.04,F,48
29,137,0,1,0.20304856877400013,0.7969514312259999,12584,2901,C2B,Airlines,Online,Bronze Plan,0,21,SINGAPORE,22.1,5.53,M,32
30,141,0,1,0.18249138319307345,0.8175086168069265,24690,35224,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,29.5,7.38,M,26
31,144,0,1,0.2822622813418123,0.7177377186581877,830,41875,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,BRUNEI DARUSSALAM,39.0,0.0,,36
32,155,0,1,0.2056120492995267,0.7943879507004733,16848,42818,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,16.0,4.0,F,28
33,158,0,1,0.46302021240158076,0.5369797875984192,20163,53663,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,CHINA,49.0,0.0,,36
34,165,0,1,0.19930832781904462,0.8006916721809554,36336,55895,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,33.5,8.38,F,39
35,173,0,1,0.48671571410449954,0.5132842858955005,35465,53661,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,31,CHINA,40.0,0.0,,36
36,182,0,1,0.45888323766597383,0.5411167623340262,50302,50821,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,UNITED ARAB EMIRATES,105.0,0.0,,36
37,186,0,1,0.1659192642733126,0.8340807357266874,2830,61846,C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,53.0,13.25,F,35
38,189,0,1,0.09476443239198007,0.9052355676080199,10018,2361,C2B,Airlines,Online,Annual Silver Plan,0,403,SINGAPORE,252.85,63.21,F,54
39,193,0,1,0.3190542419916407,0.6809457580083593,36819,44412,CCR,Travel Agency,Offline,Comprehensive Plan,0,22,THAILAND,29.0,9.57,F,54
40,196,0,1,0.1957243398948173,0.8042756601051827,47094,46493,C2B,Airlines,Online,Bronze Plan,0,47,SINGAPORE,17.5,4.38,F,25
41,201,0,1,0.22697877907155084,0.7730212209284492,27131,28082,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,23.0,5.75,M,45
42,206,0,1,0.19139771663005867,0.8086022833699413,42279,61448,C2B,Airlines,Online,Silver Plan,0,177,SINGAPORE,39.0,9.75,F,44
43,217,0,1,0.36399339891185556,0.6360066010881444,40129,37512,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,UNITED KINGDOM,98.0,0.0,,36
44,218,0,1,0.18293415603117602,0.817065843968824,211,56511,C2B,Airlines,Online,Annual Silver Plan,0,403,SINGAPORE,161.0,40.25,M,47
45,220,0,1,0.24828066624852996,0.75171933375147,29655,46750,C2B,Airlines,Online,Silver Plan,0,4,SINGAPORE,22.5,5.63,M,55
46,222,0,1,0.10184276877399079,0.8981572312260092,28696,61063,C2B,Airlines,Online,Annual Gold Plan,0,377,SINGAPORE,333.0,83.25,M,57
47,223,0,1,0.4961777759032243,0.5038222240967757,10837,59910,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,CHINA,36.0,0.0,,35
48,227,0,1,0.4452597510241534,0.5547402489758466,23067,8974,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,UNITED STATES,88.0,0.0,,28
49,232,0,1,0.46568155607867123,0.5343184439213288,23094,35292,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,197,UNITED STATES,71.0,0.0,,23
50,235,0,1,0.10059013438164555,0.8994098656183545,20073,45343,C2B,Airlines,Online,Annual Silver Plan,0,400,SINGAPORE,216.0,54.0,M,30
51,239,0,1,0.2378301800662056,0.7621698199337944,23486,50071,C2B,Airlines,Online,Gold Plan,0,7,SINGAPORE,82.8,20.7,M,32
52,243,0,1,0.24682822505908708,0.7531717749409129,43510,36395,TTW,Travel Agency,Offline,Child Comprehensive Plan,0,364,SINGAPORE,74.0,0.0,F,14
53,244,0,1,0.20202105827533645,0.7979789417246635,17917,34753,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,17.0,4.25,F,27
54,245,0,1,0.23442604286379365,0.7655739571362064,7555,51136,C2B,Airlines,Online,Bronze Plan,0,44,SINGAPORE,16.0,4.0,F,44
55,255,0,1,0.2842656042042432,0.7157343957957568,37853,19952,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,FRANCE,96.0,0.0,,36
56,259,0,1,0.32209561666918063,0.6779043833308194,27392,31361,CCR,Travel Agency,Offline,Comprehensive Plan,0,177,MALAYSIA,29.0,9.57,M,53
57,264,0,1,0.19273173037276037,0.8072682696272396,33702,38601,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,114,JAPAN,84.0,54.6,F,61
58,270,0,1,0.23965982703555266,0.7603401729644473,397,63209,C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,32.4,8.1,F,59
59,271,0,1,0.2524041504881881,0.7475958495118119,41924,53144,C2B,Airlines,Online,Silver Plan,0,6,SINGAPORE,22.5,5.63,M,57
60,272,0,1,0.22946094744171186,0.7705390525582881,32053,49402,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,19.2,4.8,F,43
61,275,0,1,0.21170072447470678,0.7882992755252932,47725,48161,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,0,INDIA,35.25,22.91,F,24
62,278,0,1,0.4957461597610895,0.5042538402389105,3540,8387,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,CHINA,37.0,0.0,,36
63,300,0,1,0.20724758858621373,0.7927524114137863,9758,44413,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,16.0,4.0,M,29
64,303,0,1,0.09960388398786224,0.9003961160121378,35453,61860,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,F,28
65,308,0,1,0.18930401172844946,0.8106959882715505,28241,53096,KML,Travel Agency,Online,Value Plan,0,56,NETHERLANDS,109.0,41.42,M,48
66,313,0,1,0.37596062943284037,0.6240393705671596,45638,43887,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,110,ITALY,178.2,106.92,,64
67,317,0,1,0.19513800087689492,0.8048619991231051,45083,62815,C2B,Airlines,Online,Silver Plan,0,6,SINGAPORE,29.0,7.25,M,33
68,340,0,1,0.42832377746858075,0.5716762225314193,16905,16355,JZI,Airlines,Online,Value Plan,0,109,UNITED KINGDOM,236.0,82.6,M,25
69,341,0,1,0.0858532827902998,0.9141467172097002,15439,36035,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,55,UNITED KINGDOM,48.0,31.2,F,30
70,343,0,1,0.21511004811411205,0.784889951885888,33076,33424,C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,13.5,3.38,F,31
71,344,0,1,0.21907916312829445,0.7809208368717055,21255,42628,C2B,Airlines,Online,Bronze Plan,0,35,SINGAPORE,16.0,4.0,F,36
72,345,0,1,0.368448056767139,0.631551943232861,745,60673,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,142,UNITED KINGDOM,92.0,0.0,,35
73,357,0,1,0.4432029451803017,0.5567970548196983,8589,13474,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,UNITED STATES,112.0,0.0,,51
74,361,0,1,0.0967569481099394,0.9032430518900606,8265,36137,C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,252.85,63.21,F,55
75,364,0,1,0.4156712435783897,0.5843287564216103,13317,11158,KML,Travel Agency,Online,Premier Plan,0,50,NETHERLANDS,111.0,42.18,F,48
76,365,0,1,0.4110504015400851,0.5889495984599149,5906,30916,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,46,CANADA,44.0,0.0,,44
77,370,0,1,0.21658799008490426,0.7834120099150957,9560,39888,C2B,Airlines,Online,Silver Plan,0,2,SINGAPORE,18.5,4.63,M,36
78,394,0,1,0.07318483518858443,0.9268151648114156,23151,32043,C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,252.85,63.21,F,28
79,402,0,1,0.1940193340360148,0.8059806659639852,31985,60239,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,20.0,5.0,F,25
80,405,0,1,0.1259418534428901,0.8740581465571099,24169,44441,C2B,Airlines,Online,Gold Plan,0,59,SINGAPORE,160.5,40.13,M,28
81,406,0,1,0.17473551802445475,0.8252644819755452,47381,32843,C2B,Airlines,Online,Bronze Plan,0,30,SINGAPORE,44.5,11.13,M,34
82,409,0,1,0.44962550961659964,0.5503744903834004,8669,1786,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,19,SPAIN,108.9,65.34,,49
83,413,0,1,0.49357035155842877,0.5064296484415712,35388,7720,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,CHINA,38.0,0.0,,36
84,415,0,1,0.21850075982410366,0.7814992401758963,2508,55360,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,21.0,5.25,F,39
85,429,0,1,0.40350336965532385,0.5964966303446761,34251,61581,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,19,UNITED STATES,63.5,41.27,M,26
86,430,0,1,0.3826621059677584,0.6173378940322416,5706,31555,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,HONG KONG,89.0,0.0,,36
87,433,0,1,0.25824369691033733,0.7417563030896627,35694,18561,C2B,Airlines,Online,Silver Plan,0,7,SINGAPORE,24.05,6.01,M,61
88,434,0,1,0.09960388398786224,0.9003961160121378,21844,61465,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,F,28
89,441,0,1,0.3771584470023728,0.6228415529976272,2413,43078,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,103,SOUTH AFRICA,29.7,17.82,,28
90,443,0,1,0.19885248412949807,0.8011475158705019,45416,48832,C2B,Airlines,Online,Bronze Plan,0,21,SINGAPORE,20.0,5.0,M,28
91,447,0,1,0.45457833655451263,0.5454216634454874,31229,24833,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,THAILAND,112.0,0.0,,36
92,466,0,1,0.448417516648527,0.551582483351473,50440,39332,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,61,UNITED STATES,103.0,0.0,,45
93,471,0,1,0.2956637240702298,0.7043362759297702,17375,36957,C2B,Airlines,Online,Gold Plan,0,10,SINGAPORE,49.0,12.25,M,31
94,472,0,1,0.19070013400199848,0.8092998659980015,44758,61440,C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,27.0,6.75,F,29
95,484,0,1,0.08468117384165164,0.9153188261583484,44491,61377,LWC,Travel Agency,Online,Annual Travel Protect Gold,0,365,CHINA,204.6,132.99,M,44
96,487,0,1,0.11003380702522081,0.8899661929747792,6101,35245,C2B,Airlines,Online,Gold Plan,0,126,SINGAPORE,207.0,51.75,F,54
97,494,0,1,0.36967936942237545,0.6303206305776246,6849,55578,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,49,UNITED KINGDOM,198.0,118.8,,49
98,498,0,1,0.2034198046157576,0.7965801953842424,505,22150,C2B,Airlines,Online,Bronze Plan,0,3,SINGAPORE,17.55,4.39,M,28
99,499,0,1,0.39199856179269166,0.6080014382073083,13282,26901,ART,Airlines,Online,Value Plan,0,39,CHINA,110.0,38.5,F,48
100,500,0,1,0.13568996371704678,0.8643100362829532,21587,37892,TTW,Travel Agency,Offline,Child Comprehensive Plan,0,365,AUSTRALIA,74.0,0.0,F,24
101,513,0,1,0.19689704639504368,0.8031029536049563,30322,57161,C2B,Airlines,Online,Silver Plan,0,15,SINGAPORE,22.5,5.63,M,29
102,531,0,1,0.4909773683087215,0.5090226316912785,20718,34049,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,CHINA,39.0,0.0,,36
103,539,0,1,0.19613550216283193,0.8038644978371681,10651,17037,C2B,Airlines,Online,Bronze Plan,0,15,SINGAPORE,22.1,5.53,M,28
104,547,0,1,0.3952646469783869,0.6047353530216131,37886,54805,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,CHINA,73.0,0.0,,36
105,549,0,1,0.07049259586596301,0.929507404134037,40119,57180,C2B,Airlines,Online,Annual Silver Plan,0,381,SINGAPORE,259.2,64.8,F,30
106,551,0,1,0.24277970036873964,0.7572202996312604,40739,50949,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,16.0,4.0,F,47
107,556,0,1,0.48398216797204385,0.5160178320279561,5259,22353,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,CANADA,49.5,29.7,,55
108,560,0,1,0.1275921637760391,0.8724078362239609,45296,30705,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,187.85,46.96,F,30
109,561,0,1,0.1343661467396926,0.8656338532603074,27560,22875,C2B,Airlines,Online,Silver Plan,0,33,SINGAPORE,83.0,20.75,M,38
110,564,0,1,0.40077130869271405,0.599228691307286,21289,40027,KML,Travel Agency,Online,Value Plan,0,91,INDONESIA,97.0,36.86,M,48
111,568,0,1,0.22466005291204894,0.7753399470879511,37267,62800,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,16.0,4.0,M,38
112,572,0,1,0.21899436678207196,0.781005633217928,7952,17041,C2B,Airlines,Online,Silver Plan,0,11,SINGAPORE,24.05,6.01,M,42
113,573,0,1,0.25951155930143543,0.7404884406985646,1384,54327,C2B,Airlines,Online,Bronze Plan,0,35,SINGAPORE,0.0,17.38,F,29
114,574,0,1,0.16716797325439903,0.832832026745601,26709,56999,C2B,Airlines,Online,Bronze Plan,0,31,SINGAPORE,56.5,14.13,F,39
115,579,0,1,0.21131811522709576,0.7886818847729042,39167,61184,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,5,JAPAN,25.0,16.25,M,39
116,580,0,1,0.45927581423466657,0.5407241857653334,33404,3340,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,30,UNITED STATES,112.0,0.0,,57
117,587,0,1,0.15478092941231503,0.845219070587685,20474,35463,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,54.5,13.63,F,29
118,599,0,1,0.07907931895074383,0.9209206810492562,10707,38125,C2B,Airlines,Online,Annual Silver Plan,0,420,SINGAPORE,252.85,63.21,M,37
119,600,0,1,0.1998532985753233,0.8001467014246767,22395,58762,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,16.0,4.0,F,25
120,620,0,1,0.10693936598121667,0.8930606340187833,36654,48233,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,F,35
121,637,0,1,0.09661216494415126,0.9033878350558487,115,54758,C2B,Airlines,Online,Silver Plan,0,138,SINGAPORE,112.5,28.13,F,32
122,638,0,1,0.07787951002363147,0.9221204899763685,11111,5439,C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,252.85,63.21,F,34
123,647,0,1,0.1497928696595946,0.8502071303404054,36834,28588,C2B,Airlines,Online,Silver Plan,0,18,SINGAPORE,63.5,15.88,M,33
124,659,0,1,0.2070147098116203,0.7929852901883797,7560,28735,C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,13.5,3.38,M,27
125,661,0,1,0.1866292993291152,0.8133707006708848,30115,30146,C2B,Airlines,Online,Bronze Plan,0,63,SINGAPORE,34.5,8.63,F,34
126,677,0,1,0.4569697280357009,0.5430302719642991,29104,49952,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,AUSTRALIA,101.0,0.0,,36
127,682,0,1,0.16387533397424325,0.8361246660257567,39296,36273,C2B,Airlines,Online,Bronze Plan,0,15,SINGAPORE,53.5,13.38,M,34
128,687,0,1,0.2305507580069731,0.7694492419930269,43506,31360,CCR,Travel Agency,Offline,Comprehensive Plan,0,100,MALAYSIA,29.0,9.57,F,10
129,695,0,1,0.15420065448302578,0.8457993455169742,49574,21955,C2B,Airlines,Online,Annual Silver Plan,0,385,SINGAPORE,187.85,46.96,F,50
130,717,0,1,0.20016804433402735,0.7998319556659726,25731,53998,C2B,Airlines,Online,Bronze Plan,0,38,SINGAPORE,16.0,4.0,M,26
131,720,0,1,0.22649334177846792,0.7735066582215321,9336,29217,C2B,Airlines,Online,Bronze Plan,0,3,SINGAPORE,16.2,4.05,F,39
132,721,0,1,0.1737667035192122,0.8262332964807878,26592,56853,C2B,Airlines,Online,Bronze Plan,0,80,SINGAPORE,33.5,8.38,M,26
133,728,0,1,0.19574797520645082,0.8042520247935492,38958,8521,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,20.25,5.06,F,26
134,729,0,1,0.13296204647188103,0.867037953528119,47555,60448,C2B,Airlines,Online,Annual Silver Plan,0,370,SINGAPORE,216.0,54.0,M,57
135,734,0,1,0.20965646036467966,0.7903435396353203,36128,29619,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,23.0,5.75,F,36
136,736,0,1,0.21890011969730216,0.7810998803026978,47717,31209,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,13.5,3.38,F,33
137,750,0,1,0.18421073777172003,0.81578926222828,49774,62379,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,27.0,6.75,F,25
138,754,0,1,0.32097867095540733,0.6790213290445927,27049,31407,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,37,HONG KONG,112.0,0.0,,36
139,760,0,1,0.1999601535551423,0.8000398464448577,47540,61993,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,16.0,4.0,M,25
140,762,0,1,0.20834157945634624,0.7916584205436538,24841,58767,C2B,Airlines,Online,Bronze Plan,0,83,SINGAPORE,20.0,5.0,M,35
141,763,0,1,0.1919447143362124,0.8080552856637876,34422,10190,C2B,Airlines,Online,Silver Plan,0,6,SINGAPORE,30.0,7.5,M,32
142,765,0,1,0.41947185207610316,0.5805281479238968,29985,31725,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,146,GERMANY,112.0,0.0,,36
143,766,0,1,0.191809619629156,0.808190380370844,3678,24550,C2B,Airlines,Online,Silver Plan,0,31,SINGAPORE,49.0,12.25,F,48
144,776,0,1,0.0940991202665582,0.9059008797334418,30128,62825,C2B,Airlines,Online,Annual Silver Plan,0,384,SINGAPORE,216.0,54.0,M,23
145,784,0,1,0.17620765072390887,0.8237923492760911,13599,24552,C2B,Airlines,Online,Silver Plan,0,42,SINGAPORE,24.05,6.01,F,19
146,791,0,1,0.3970889159372599,0.6029110840627401,14783,1651,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,UNITED STATES,112.0,0.0,,34
147,797,0,1,0.33358426790710416,0.6664157320928958,15586,37977,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,58,"KOREA, REPUBLIC OF",112.0,0.0,,36
148,806,0,1,0.16064091719161178,0.8393590828083882,13538,23786,C2B,Airlines,Online,Silver Plan,0,11,SINGAPORE,43.55,10.89,F,24
149,808,0,1,0.1724862350439853,0.8275137649560147,26624,56479,C2B,Airlines,Online,Bronze Plan,0,39,SINGAPORE,33.5,8.38,M,24
150,812,0,1,0.07411413932611988,0.9258858606738801,15624,25461,C2B,Airlines,Online,Annual Silver Plan,0,393,SINGAPORE,252.85,63.21,M,30
151,814,0,1,0.23178492815265672,0.7682150718473433,23404,16770,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,17.55,4.39,M,43
152,815,0,1,0.21684444996139118,0.7831555500386088,15697,36280,C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,17.0,4.25,F,35
153,819,0,1,0.18946734355888384,0.8105326564411162,21428,15514,C2B,Airlines,Online,Silver Plan,0,5,SINGAPORE,36.75,9.19,M,36
154,820,0,1,0.29201899645478613,0.7079810035452139,8799,42549,LWC,Travel Agency,Online,Annual Travel Protect Silver,0,369,CHINA,206.25,134.06,F,36
155,822,0,1,0.44376559679879335,0.5562344032012067,34760,35930,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,156,GERMANY,103.0,0.0,,36
156,831,0,1,0.48862976887587406,0.5113702311241259,5980,3542,EPX,Travel Agency,Online,Cancellation Plan,0,29,NEPAL,30.0,0.0,,36
157,844,0,1,0.18038929463608244,0.8196107053639176,35951,39890,C2B,Airlines,Online,Silver Plan,0,6,SINGAPORE,38.35,9.59,M,32
158,848,0,1,0.31388212300501284,0.6861178769949872,33513,48620,EPX,Travel Agency,Offline,2 way Comprehensive Plan,0,47,INDONESIA,20.0,0.0,,118
159,849,0,1,0.39853390887991924,0.6014660911200808,26597,37005,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,UNITED STATES,111.0,0.0,,34
160,851,0,1,0.4699346066372989,0.5300653933627011,17698,50393,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,CHINA,46.0,0.0,,36
161,856,0,1,0.2614057598503897,0.7385942401496103,35589,2126,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,268,ITALY,112.0,0.0,,36
162,861,0,1,0.23997323967928808,0.7600267603207119,13779,34760,C2B,Airlines,Online,Silver Plan,0,11,SINGAPORE,18.5,4.63,F,48
163,864,0,1,0.2492983083244107,0.7507016916755893,22996,20772,C2B,Airlines,Online,Silver Plan,0,2,SINGAPORE,19.5,4.88,M,53
164,865,0,1,0.0887634331134467,0.9112365668865533,47598,59385,C2B,Airlines,Online,Annual Silver Plan,0,373,SINGAPORE,216.0,54.0,F,17
165,866,0,1,0.4917600321616089,0.5082399678383911,7829,1578,CCR,Travel Agency,Offline,Comprehensive Plan,0,20,THAILAND,29.0,9.57,F,118
166,867,0,1,0.471776038521449,0.528223961478551,27147,18428,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,30,SWITZERLAND,20.0,0.0,,36
167,870,0,1,0.472933647261776,0.527066352738224,28637,8371,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,UNITED STATES,95.0,0.0,,45
168,872,0,1,0.07626907035762598,0.923730929642374,48054,17562,C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,252.85,63.21,F,32
169,879,0,1,0.14467382690698904,0.855326173093011,21369,57734,C2B,Airlines,Online,Bronze Plan,0,53,SINGAPORE,93.0,23.25,M,54
170,883,0,1,0.2051762646096349,0.7948237353903651,6265,39703,C2B,Airlines,Online,Silver Plan,0,4,SINGAPORE,18.5,4.63,F,30
171,885,0,1,0.2136339128111221,0.7863660871888779,47389,38318,C2B,Airlines,Online,Silver Plan,0,4,SINGAPORE,24.05,6.01,M,39
172,886,0,1,0.42095896530241117,0.5790410346975888,48010,30924,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,CHINA,64.0,0.0,,36
173,894,0,1,0.4983481157913946,0.5016518842086054,36206,19668,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,58,AUSTRALIA,207.9,124.74,,64
174,895,0,1,0.15321920253335375,0.8467807974666463,49519,41448,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,62.0,15.5,F,34
175,900,0,1,0.07618915988983566,0.9238108401101643,24760,55308,LWC,Travel Agency,Online,Annual Travel Protect Gold,0,404,CHINA,204.6,132.99,M,35
