,index,Claim_x,pred_y,0_proba,1_proba,Unnamed: 0,ID,Agency,Agency Type,Distribution Channel,Product Name,Claim_y,Duration,Destination,Net Sales,Commision (in value),Gender,Age
48,9276,1,0,0.8204206975321862,0.17957930246781387,20531,58985,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,14,MALAYSIA,19.8,11.88,,25
49,9295,1,0,0.5922677132716387,0.40773228672836126,18357,48068,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,37,CZECH REPUBLIC,112.0,0.0,,36
50,9667,1,0,0.5816544846717209,0.41834551532827907,41515,17342,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,8,CHINA,69.0,0.0,,36
51,9911,1,0,0.9500874803808127,0.049912519619187336,4079,60502,EPX,Travel Agency,Online,Cancellation Plan,1,38,THAILAND,10.0,0.0,,31
52,9936,1,0,0.5419187611480596,0.45808123885194035,6528,56628,LWC,Travel Agency,Online,Annual Travel Protect Silver,1,368,CHINA,165.0,107.25,F,39
53,9977,1,0,0.8589353291894122,0.14106467081058777,17459,28601,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,17,"TAIWAN, PROVINCE OF CHINA",29.7,17.82,,37
54,10176,1,0,0.6343429765226412,0.3656570234773588,42056,34455,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,72,GERMANY,93.0,0.0,,36
55,10523,1,0,0.7541695196296152,0.2458304803703848,24925,23995,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,49,AUSTRALIA,79.2,47.52,,36
56,10720,1,0,0.8190267018456806,0.18097329815431942,44677,40272,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,63,THAILAND,23.0,0.0,,36
57,10868,1,0,0.8179643107780836,0.18203568922191632,25708,8549,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,53,THAILAND,24.0,0.0,,36
58,10978,1,0,0.7161358789640053,0.28386412103599473,45866,29688,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,12,HONG KONG,29.0,0.0,,36
59,11136,1,0,0.799723329729801,0.20027667027019896,4135,14801,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,37,AUSTRALIA,19.8,11.88,,29
60,11776,1,0,0.8245365585168443,0.17546344148315576,27553,49973,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,15,THAILAND,21.0,0.0,,36
61,11904,1,0,0.7733291523897529,0.22667084761024714,39297,24582,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,38,AUSTRALIA,69.3,41.58,,40
62,11935,1,0,0.8288025519050899,0.1711974480949101,30332,57916,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,128,"KOREA, REPUBLIC OF",-37.0,0.0,,36
63,12024,1,0,0.8600263178622787,0.1399736821377213,28287,47354,SSI,Airlines,Online,Ticket Protector,1,28,SINGAPORE,9.13,2.56,,48
64,12170,1,0,0.5629373565645065,0.4370626434354935,37799,55315,LWC,Travel Agency,Online,Annual Travel Protect Silver,1,373,UNITED STATES,229.8,149.37,M,37
65,12315,1,0,0.6027590509662124,0.39724094903378754,24561,60679,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,51,UNITED STATES,112.0,0.0,,45
66,12439,1,0,0.8693919644671343,0.1306080355328657,11284,30801,EPX,Travel Agency,Online,Cancellation Plan,1,55,UNITED STATES,80.0,0.0,,27
67,12504,1,0,0.6273092681730623,0.37269073182693774,39554,9507,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,11,ITALY,59.4,35.64,,31
