,index,Claim_x,pred_y,0_proba,1_proba,Unnamed: 0,ID,Agency,Agency Type,Distribution Channel,Product Name,Claim_y,Duration,Destination,Net Sales,Commision (in value),Gender,Age
76,7226,1,0,0.46646795827123694,0.533532041728763,39131,46078,C2B,Airlines,Online,Silver Plan,1,29,SINGAPORE,27.0,6.75,F,33
77,7235,1,0,0.30676883780332054,0.6932311621966795,17690,57157,C2B,Airlines,Online,Bronze Plan,1,13,SINGAPORE,40.0,10.0,F,27
78,7302,1,0,0.46646795827123694,0.533532041728763,22657,55915,C2B,Airlines,Online,Silver Plan,1,19,SINGAPORE,22.5,5.63,M,22
79,7315,1,0,0.761841128433556,0.23815887156644394,50185,40653,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,12,"KOREA, REPUBLIC OF",40.0,0.0,,36
80,7359,1,0,0.0,1.0,14136,36930,C2B,Airlines,Online,Bronze Plan,1,16,SINGAPORE,13.5,3.38,F,22
81,7390,1,0,0.30676883780332054,0.6932311621966795,13484,32837,C2B,Airlines,Online,Bronze Plan,1,12,SINGAPORE,47.0,11.75,M,34
82,7637,1,0,0.9960822722820764,0.0039177277179236044,26717,22669,JZI,Airlines,Online,Basic Plan,1,3,HONG KONG,-22.0,7.7,M,59
83,7654,1,0,0.30676883780332054,0.6932311621966795,981,36108,C2B,Airlines,Online,Bronze Plan,1,6,SINGAPORE,18.0,4.5,M,56
84,7855,1,0,0.2327113062568606,0.7672886937431395,11923,45857,C2B,Airlines,Online,Silver Plan,1,29,SINGAPORE,81.5,20.38,M,28
85,7970,1,0,0.01649746192893401,0.983502538071066,34312,39005,C2B,Airlines,Online,Annual Silver Plan,1,413,SINGAPORE,252.85,63.21,F,31
86,8201,1,0,0.2327113062568606,0.7672886937431395,14567,20344,C2B,Airlines,Online,Silver Plan,1,24,SINGAPORE,82.55,20.64,F,32
87,8218,1,0,0.761841128433556,0.23815887156644394,4441,14429,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,125,UNITED STATES,112.0,0.0,,28
88,8338,1,0,0.30676883780332054,0.6932311621966795,35708,44930,C2B,Airlines,Online,Bronze Plan,1,26,SINGAPORE,20.0,5.0,F,27
89,8508,1,0,0.3554274735830932,0.6445725264169068,16010,62527,LWC,Travel Agency,Online,Annual Travel Protect Silver,1,367,UNITED STATES,229.8,149.37,M,28
90,8557,1,0,0.3554274735830932,0.6445725264169068,11902,61195,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,1,17,MALAYSIA,37.5,24.38,F,23
91,8578,1,0,0.761841128433556,0.23815887156644394,46317,8130,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,68,FRANCE,148.5,89.1,,33
92,8599,1,0,0.18072289156626506,0.8192771084337349,26392,7495,C2B,Airlines,Online,Annual Silver Plan,1,365,SINGAPORE,291.75,72.94,M,31
93,8672,1,0,0.761841128433556,0.23815887156644394,29403,45872,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,10,ITALY,99.0,59.4,,35
94,8785,1,0,1.0,0.0,26488,39875,C2B,Airlines,Online,Bronze Plan,1,89,SINGAPORE,33.5,8.38,M,22
95,9095,1,0,0.761841128433556,0.23815887156644394,12026,30192,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,30,UNITED KINGDOM,73.0,0.0,,36
96,9099,1,0,0.2327113062568606,0.7672886937431395,20140,38306,C2B,Airlines,Online,Silver Plan,1,43,SINGAPORE,63.5,15.88,M,31
97,9276,1,0,0.9960822722820764,0.0039177277179236044,20531,58985,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,14,MALAYSIA,19.8,11.88,,25
98,9295,1,0,0.761841128433556,0.23815887156644394,18357,48068,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,37,CZECH REPUBLIC,112.0,0.0,,36
99,9402,1,0,0.0,1.0,5753,31031,C2B,Airlines,Online,Bronze Plan,1,6,SINGAPORE,13.5,3.38,M,60
100,9473,1,0,0.46646795827123694,0.533532041728763,44649,35877,C2B,Airlines,Online,Silver Plan,1,17,SINGAPORE,33.5,8.38,M,31
101,9494,1,0,0.2327113062568606,0.7672886937431395,43499,32599,C2B,Airlines,Online,Bronze Plan,1,54,SINGAPORE,53.5,13.38,M,49
102,9911,1,0,0.994535519125683,0.00546448087431694,4079,60502,EPX,Travel Agency,Online,Cancellation Plan,1,38,THAILAND,10.0,0.0,,31
103,9936,1,0,0.3554274735830932,0.6445725264169068,6528,56628,LWC,Travel Agency,Online,Annual Travel Protect Silver,1,368,CHINA,165.0,107.25,F,39
104,9977,1,0,0.761841128433556,0.23815887156644394,17459,28601,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,17,"TAIWAN, PROVINCE OF CHINA",29.7,17.82,,37
105,10176,1,0,0.761841128433556,0.23815887156644394,42056,34455,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,72,GERMANY,93.0,0.0,,36
106,10210,1,0,0.2327113062568606,0.7672886937431395,49184,46293,C2B,Airlines,Online,Annual Silver Plan,1,381,SINGAPORE,193.2,48.3,F,29
107,10311,1,0,0.46646795827123694,0.533532041728763,39753,36287,C2B,Airlines,Online,Silver Plan,1,7,SINGAPORE,25.0,6.25,M,27
108,10375,1,0,0.2327113062568606,0.7672886937431395,44943,41249,C2B,Airlines,Online,Silver Plan,1,28,SINGAPORE,88.5,22.13,F,30
109,10523,1,0,0.761841128433556,0.23815887156644394,24925,23995,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,49,AUSTRALIA,79.2,47.52,,36
110,10598,1,0,0.9736842105263158,0.02631578947368421,44312,36959,C2B,Airlines,Online,Gold Plan,1,26,SINGAPORE,49.0,12.25,F,33
111,10720,1,0,0.761841128433556,0.23815887156644394,44677,40272,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,63,THAILAND,23.0,0.0,,36
112,10868,1,0,0.761841128433556,0.23815887156644394,25708,8549,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,53,THAILAND,24.0,0.0,,36
113,10978,1,0,0.761841128433556,0.23815887156644394,45866,29688,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,12,HONG KONG,29.0,0.0,,36
114,11136,1,0,0.9960822722820764,0.0039177277179236044,4135,14801,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,37,AUSTRALIA,19.8,11.88,,29
115,11162,1,0,0.2327113062568606,0.7672886937431395,28295,36755,C2B,Airlines,Online,Bronze Plan,1,78,SINGAPORE,101.0,25.25,M,36
116,11180,1,0,0.3554274735830932,0.6445725264169068,2024,36227,LWC,Travel Agency,Online,Annual Travel Protect Gold,1,397,UNITED STATES,320.0,208.0,F,44
117,11238,1,0,0.30676883780332054,0.6932311621966795,42285,62805,C2B,Airlines,Online,Bronze Plan,1,10,SINGAPORE,27.0,6.75,F,28
118,11289,1,0,0.9907407407407407,0.009259259259259259,24403,51336,C2B,Airlines,Online,Silver Plan,1,4,SINGAPORE,29.0,7.25,M,40
119,11637,1,0,0.46646795827123694,0.533532041728763,25535,41250,C2B,Airlines,Online,Silver Plan,1,8,SINGAPORE,47.5,11.88,M,44
120,11776,1,0,0.9485879797248371,0.05141202027516292,27553,49973,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,15,THAILAND,21.0,0.0,,36
121,11786,1,0,0.2327113062568606,0.7672886937431395,29202,48224,C2B,Airlines,Online,Silver Plan,1,17,SINGAPORE,48.5,12.13,F,56
122,11795,1,0,0.9629629629629629,0.037037037037037035,40167,47403,C2B,Airlines,Online,Silver Plan,1,70,SINGAPORE,39.0,9.75,F,36
123,11832,1,0,0.2327113062568606,0.7672886937431395,22700,45312,C2B,Airlines,Online,Bronze Plan,1,40,SINGAPORE,99.0,24.75,M,46
124,11904,1,0,0.761841128433556,0.23815887156644394,39297,24582,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,38,AUSTRALIA,69.3,41.58,,40
125,11935,1,0,0.9485879797248371,0.05141202027516292,30332,57916,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,128,"KOREA, REPUBLIC OF",-37.0,0.0,,36
126,12024,1,0,0.9685534591194969,0.031446540880503145,28287,47354,SSI,Airlines,Online,Ticket Protector,1,28,SINGAPORE,9.13,2.56,,48
127,12049,1,0,0.18072289156626506,0.8192771084337349,17254,48460,C2B,Airlines,Online,Annual Silver Plan,1,365,SINGAPORE,259.2,64.8,F,26
128,12170,1,0,0.3554274735830932,0.6445725264169068,37799,55315,LWC,Travel Agency,Online,Annual Travel Protect Silver,1,373,UNITED STATES,229.8,149.37,M,37
129,12288,1,0,0.761841128433556,0.23815887156644394,33823,28788,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,36,SWITZERLAND,112.0,0.0,,36
130,12315,1,0,0.761841128433556,0.23815887156644394,24561,60679,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,51,UNITED STATES,112.0,0.0,,45
131,12361,1,0,0.2327113062568606,0.7672886937431395,21108,49182,C2B,Airlines,Online,Silver Plan,1,73,SINGAPORE,62.0,15.5,F,29
132,12403,1,0,0.2327113062568606,0.7672886937431395,39118,46519,C2B,Airlines,Online,Silver Plan,1,74,SINGAPORE,88.5,22.13,F,61
133,12439,1,0,0.9709762532981531,0.029023746701846966,11284,30801,EPX,Travel Agency,Online,Cancellation Plan,1,55,UNITED STATES,80.0,0.0,,27
134,12504,1,0,0.761841128433556,0.23815887156644394,39554,9507,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,11,ITALY,59.4,35.64,,31
